cano_smiles,aromatic_count
COC(=O)c1c(NC(=O)COC(=O)Cn2cnc3ccccc32)sc(C)c1C,14
Cc1csc(SCC(=O)Nc2nc3ccccc3s2)n1,14
CCN(CC(=O)NCc1cccs1)C(=O)CCc1c[nH]c2ccccc12,14
CCOC(=O)c1oc2ccccc2c1COC(=O)CNC(=O)c1ccco1,14
Cc1nn(Cc2ccc(Cl)cc2)c2sc(C(=O)OCC(N)=O)cc12,14
CCOC(=O)N1CCC(NC(=O)c2cc3c(-c4ccc(OC)c(OC)c4)nn(C)c3s2)CC1,14
COc1ccc(COC(=O)Nc2cc3c(C(F)(F)F)nn(C)c3s2)cc1,14
Cc1c(C(=O)N(Cc2cccs2)C2CCS(=O)(=O)C2)oc2ccccc12,14
COc1ccc2nc(NC(=O)c3cc(C)oc3C)sc2c1,14
Cc1cc(C)n2c(SCc3c(C)noc3C)nnc2n1,14
COc1ccc2nc(NC(=O)c3ccc(Br)s3)sc2c1,14
CCc1nnc(NC(=O)CSc2nc3cccnc3n2C2CCCCC2)s1,14
O=c1oc(/C=C/c2ccco2)nc2sc3c(c12)CCC3,14
CCc1nc2ccc(C(=O)NCCCn3ccnc3)cn2c1N(C)C(=O)C1CCCCC1,14
Cc1cnc(NC(=O)c2cc3ccccc3o2)s1,14
CSCCC(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)NCc1cccs1,14
CCOc1ccc2nc(S(=O)(=O)NC(=O)C3(C)CCN3C(=O)CCc3cccs3)sc2c1,14
COC(=O)c1sc2ncn(-n3c(C)ccc3C)c(=O)c2c1C,14
Cc1cc(C)n(CCNc2nc3nonc3nc2N2CCCCC2)n1,14
Cn1nnc(NC(=S)NC(=O)c2cc3ccccc3o2)n1,14
Cn1c(SCc2nnc3n2CCCCC3)nc2ccccc21,14
CCOC(=O)c1oc2ccccc2c1NC(=O)c1ccc(Cl)s1,14
CCOC(=O)c1c(NC(=O)CSc2nc3ccccc3s2)sc(C(C)=O)c1C,14
Cc1ccc2nc(NC(=O)c3ccc(Cl)s3)sc2c1,14
FC(F)(F)c1nc2ccccc2n1CCNc1nc(CN2CCCCC2)cs1,14
COc1ccc2oc(C(=O)Nc3nc(C)cs3)c(C)c2c1,14
Cc1c(CN(C)C(=O)c2sc3cc(Cl)ccc3c2Cl)cnn1C,14
FC(F)(F)c1nnc2ccc(-n3ccnc3)nn12,14
CC(=O)c1ccc2c(ccc3ccccc32)c1,14
O=C(NCCCN1CCOCC1)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1,14
CN(C)CCCN(C(=O)c1ccco1)c1nc2ccc(Cl)cc2s1,14
CNC(=O)c1ccc(-c2sc3nc(N4CCOCC4)c4c(c3c2N)CCCC4)o1,14
C=CCn1c(SCC(=O)Nc2sccc2C#N)nc2sc(C)c(C)c2c1=O,14
O=S(=O)(Nc1cccc2[nH]ncc12)c1cccs1,14
CC(C)(C)C(=O)NCCc1csc2nc(-c3ccc(F)cc3)nn12,14
COc1ccc2nc(NC(=O)CCc3nc(C4=CCN(C)CC4)no3)sc2c1,14
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,14
O=C(CO)N/N=C/c1c2ccccc2cc2ccccc12,14
COc1ccc2oc(C(=O)NCC(c3ccco3)N(C)C)c(C)c2c1,14
CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NS(=O)(=O)c3ccc(Cl)s3)c12,14
Cc1ccc2nc(NC(=O)CSCC(=O)Nc3cc(C)on3)sc2c1,14
CC[C@]12c3[nH]c4cc(-c5ccco5)ccc4c3CCN1C(=O)[C@@H](CC(=O)NCCN1CCOCC1)C[C@@H]2C(=O)N1CCN(C(=O)C2CC2)CC1,14
Cc1ccn2c(C(=O)N/N=C\c3cccs3)c(C)nc2c1,14
Cn1c(C(=O)OC(C(=O)NC2CCCC2)c2cccnc2)cc2sccc21,14
CCOC(=O)c1c(CNCc2ccccc2F)c2sc(C)cc2n1C,14
CNC(=O)c1cc2c(-c3ccccc3)nn(C)c2s1,14
O=c1c2ccccc2n(CC(O)CN2CCCCC2)c2ccccc12,14
O=C(COC(=O)CCc1nc2ccccc2s1)NCc1ccco1,14
c1cn(CCCNc2ncnc3sc4c(c23)CCC4)cn1,14
Cc1cccc(NC(=O)NNC(=O)c2cc3occc3[nH]2)c1C,14
COC(=O)CCCC1=CC2=CC(=O)C(C)(OC(=O)c3cccs3)C(=O)C2=CN1CCc1c[nH]c2ccccc12,14
Cc1cccc(N2CCN(C(=O)C3CCN(C(=O)c4cc5sccc5n4C)CC3)CC2C)c1,14
Cc1cc(NC(=O)CS(=O)(=O)c2c[nH]c3ccccc23)no1,14
Cc1cc(/C=C(\C#N)C(=O)NCCc2c[nH]c3ccccc23)c(C)n1C,14
O=C(O)c1cccn2c(=O)c3ccccc3nc12,14
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NS(=O)(=O)c2cccs2)[C@@H](O)[C@H]1O,14
Cc1cc2c(s1)c(/C=N/O)c(C(=O)NCc1ccccc1F)n2C,14
Cc1cc(C(=O)CSc2nn3c(=O)c(C(C)(C)C)nnc3s2)c(C)n1C,14
CC1CCN(C(=O)Cn2c(=O)n(Cc3ccco3)c(=O)c3sccc32)CC1,14
Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,14
C/C(=N\Nc1nc2ccccc2[nH]1)c1cccs1,14
CC(C)OCCCNC(=O)c1cc2c(-c3ccc(Cl)cc3)nn(C)c2s1,14
Cc1c2ccccc2nc2ccccc12,14
CCn1c(=N)c(C(=O)NC2CCCCC2)cc2c(=O)n3cccc(C)c3nc21,14
CCc1ccc(S(=O)(=O)NCCc2cn3ccc(C)cc3n2)s1,14
O=C1CCCN1CCCNc1nc(NCc2cccs2)nc2ccsc12,14
Cc1csc(NC(=O)CSc2sc3c(O)cc(=O)[nH]c3c2C#N)n1,14
CC(C)CC(c1nnnn1CC1CCCO1)N1CCN(c2nc3ccccc3s2)CC1,14
CCOC(=O)N1CCC(n2c(SCC(=O)NCc3ccco3)nc3ccsc3c2=O)CC1,14
Cc1nnc(Cc2ccco2)c2n[nH]c(C)c12,14
Cc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccccc23)o1,14
COC(=O)CCCCCC(NNc1nc2ccccc2c2ccccc12)=C1C(=O)CC(C)(C)CC1=O,14
COc1ccc2nc(NC(=O)CSc3nnc(N)s3)sc2c1,14
Cc1csc(NC(=O)C(CC(C)C)NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)n1,14
Cc1noc(C)c1-c1ccc(C(=O)NCC2CC2)c2occc12,14
Cc1ccn2c(CNC(C)CCn3cccn3)c(C(=O)N3CCCCCC3)nc2c1,14
CC(=O)C(C)n1c(CN2CCN(C(=O)c3ccco3)CC2)nc2c1c(=O)n(C)c(=O)n2C,14
CC1CCCN(C(c2ccccc2)c2sc3ncnn3c2O)C1,14
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,14
Cc1[nH]c2ccccc2c1/C=C1\SC(=N)N(c2nccs2)C1=O,14
CCOc1ccc2oc(C(=O)NCC(c3ccco3)N(C)C)c(C)c2c1,14
Cc1ccc(-c2csc3n[nH]c(=S)n23)cc1,14
CN1CCN(Cc2c(O)ccc3c2oc(=O)c2ccccc23)CC1,14
CN(CCc1nc2ccc(Cl)cc2[nH]1)Cc1nc(CC2CC2)no1,14
Cc1c(-c2csc(N)n2)c2ccccc2n1C,14
CCCCNC(=O)c1onc(CSc2nc3ccccc3[nH]2)c1C(=O)NCCCC,14
Cc1sc2ncn(CC(=O)N(CC(=O)NC3CCCC3)Cc3cccs3)c(=O)c2c1C,14
N#C/C(=C\c1cccs1)c1nc2ccccc2[nH]1,14
O=C(c1cccn2c(=O)c3ccccc3nc12)N1CCC2(CC1)OCCO2,14
Cc1csc2nc(CCNS(=O)(=O)c3ccc4c(c3)OCCO4)cn12,14
CCCCn1c(SCc2ccc(C(=O)OC)o2)nc2cc(S(N)(=O)=O)ccc21,14
Cc1nc2cc(NC(=O)NCc3ccco3)ccc2o1,14
N#Cc1c(NC(=O)c2nc3ncccn3n2)sc2c1CCCCC2,14
O=c1nc2n(CCO)c3ccccc3cc-2c(=O)[nH]1,14
CCc1nnc(NC(=O)Cc2c[nH]c3ccccc23)s1,14
Cc1nc2c(C)cccn2c1/C(O)=C1\C(=O)C(=O)N(CCN(C)C)C1c1cccs1,14
Cc1nnc(SCCn2c(N3CCCCCC3)nc3c2c(=O)[nH]c(=O)n3C)s1,14
CC(C)C(OC(=O)c1cc2occc2n1C)C(=O)NCc1ccc2c(c1)OCO2,14
CCc1cc2c(SCc3ccc(C(=O)OC)o3)ncnc2s1,14
Cc1cc(NC(=O)c2nn3cccnc3c2Cl)no1,14
O=C(CSc1nc(C2CC2)nc2sc3c(c12)CCCC3)NCc1ccco1,14
CCc1cc2c(-n3nc(C)cc3C)ncnc2s1,14
CCc1nc2ccc(C(=O)N3CCN(C(=O)c4ccco4)CC3)cn2c1N(C)C(=O)C1CCCCC1,14
CCC(C)n1c(=N)c(C#N)cc2c(=O)n3cccc(C)c3nc21,14
CS(=O)(=O)N(Cc1ccco1)CC(O)Cn1cc(C=O)c2ccccc21,14
Cc1csc(NC(=O)c2nc3nccc(C)n3n2)n1,14
CC(C)N(C(=O)[C@H]1C[C@H](CC(=O)NCCCN(C)C)C(=O)N2CCc3c([nH]c4cc(-c5ccco5)ccc34)[C@]12C)C(C)C,14
COc1ccc2[nH]c(C(=O)N3CCC(n4nccc4NC(=O)C4CC4)CC3)c(C)c2c1,14
CCOC(=O)c1c(NC(=O)C(C)Sc2cn(C)c3ccccc23)sc2c1CCC2,14
Cc1nc(N2CCC(C(N)=O)CC2)c2c(-c3cccs3)csc2n1,14
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1nc2nccc(C)n2n1,14
CCN(C(=O)Cn1c(C(=O)OC)cc2sc(Cl)cc21)c1cccc(C)c1,14
c1ccc2c(c1)ccc1ncccc12,14
CC(=O)Nc1scc(C)c1-c1nc2ccccc2s1,14
C[C@]12c3[nH]c4cc(-c5ccco5)ccc4c3CCN1C(=O)[C@@H](CC(=O)NCCC1=CCCCC1)C[C@@H]2C(=O)N1CCCCC1,14
Cc1ccn2c(NC3CCCCC3)c(-c3ccc(C)o3)nc2c1,14
COC(=O)c1cc2sccc2n1CC(=O)Nc1ccc(OC)c(OC)c1OC,14
CSCc1nc2sc(C(=O)Nc3nc(C)cs3)c(C)c2c(=O)[nH]1,14
CN(Cc1c(O)ccc2c1oc(=O)c1ccccc12)C1CCCCC1,14
CCOC(=O)c1csc(CCNC(=O)c2oc3c(Cl)cc(C)cc3c2C)n1,14
N=c1n(CCN2CCCCC2)c2ccccc2n1CC(O)c1ccco1,14
Cc1cccc(Cn2c(C(=O)OC(C)C)cc3c2ccn3C)c1,14
O=C1c2ccccc2C(=O)N1CCCc1c[nH]c2ccc(Cl)cc12,15
C/C=C\C1=CCCC1Nc1ncnc2ccc(-c3c(C)noc3C)cc12,15
O=C(Cn1c(NCCO)nc2ccccc21)c1ccc(F)cc1,15
CCOC(=O)N1CCN(C(=O)Cn2nc(C)n3nc(-c4ccc(OC)cc4)cc3c2=O)CC1,15
O=C(NC1CCC(O)CC1)c1cc(-c2ccco2)nc2ccccc12,15
CCOC(=O)Cn1c(=O)n(CC2CCCO2)c2nc(-c3ccccc3OC)nc(C(N)=O)c21,15
CCOc1ccccc1CNC(=O)c1c(C)oc2ncnc(N3CCOCC3)c12,15
O=C(CSc1nc2[nH][nH]cc-2c(=O)n1)NCCc1ccccc1,15
CCOc1ccc(C(=O)CCc2nc3ccccc3s2)cc1,15
COc1cccc(NC(=S)N(CCCN2CCOCC2)Cc2cn(C)c3ccccc23)c1,15
CCN(C(=O)CSc1nc(C)nc2sc(C)c(C)c12)c1ccc(F)cc1,15
Cc1c(/C=C2\SC(=O)N(CC(=O)Nc3ccc4c(c3)OCO4)C2=O)c2ccccc2n1C,15
CCN(c1ccccc1)S(=O)(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12,15
O=C(CN1C(=O)NC(Cc2c[nH]c3ccccc23)C1=O)Nc1ccccc1C(F)(F)F,15
Cc1c(C(=O)N(C)Cc2cccc(F)c2)oc2c(Cl)cccc12,15
CCc1nc2ccc(C(=O)NCCc3ccco3)cc2nc1CC,15
CCOCCC(=O)Nc1ccc2c(c1)c(=O)n(C)n2-c1ccccc1F,15
CCOC(=O)C(=O)N(C)c1c(CC)nc2c(OCc3ccccc3OC)cccn12,15
CCN(CC)c1ccc(NC(=O)CCc2c(C)nc3ncnn3c2C)c(C)c1,15
Nc1c(-c2ccc(Cl)cc2)cnc2ncnn12,15
CC(C)(C)c1csc(NC(=O)c2ccc3nccnc3c2)n1,15
COc1ccc(NC(C)=O)cc1NC(=O)CSc1nc2ncccc2[nH]1,15
CCOC(=O)C(C)Sc1nc2n(-c3ccc(F)cc3)[nH]cc-2c(=O)n1,15
CCc1ccc(/C=N/NC(=O)c2cc(C3CC3)nc3ccc(Br)cc23)s1,15
Cc1noc(C)c1CSc1ccc2ccccc2n1,15
COc1ccc(NC(=O)C2CCC(CNS(=O)(=O)c3cccc4nsnc34)CC2)cc1OC,15
Fc1ccc(-n2ncc3c(NC4CCCCCC4)ncnc32)cc1,15
CCC(O)c1nc2ccccc2n1CCc1ccccc1,15
CC1CC1C(=O)Nc1nc(-c2cccs2)c(-c2cccs2)s1,15
COCCNc1nc(CSc2ccccc2)nc2sc(C)c(C)c12,15
CN1CCN(Cn2cc(/C=C/C(=O)c3ccccc3)c3ccccc32)CC1,15
O=C(CN1CCC(n2nnc3cc(C(F)(F)F)ccc32)CC1)Nc1ccc2c(c1)CCC2,15
COc1ccc(C#Cc2c(C=O)n(C)c3ccccc23)cc1,15
CCc1c(C)nc2nncn2c1Nc1ccc(C(C)C)cc1,15
Cc1ccc(-c2cc(C(=O)N3CC(C)CC(C)C3)c3ccccc3n2)o1,15
Cc1ccc(NC(=O)CCn2nnc3ccccc32)cc1,15
S=C(c1cn(Cc2ccccc2)c2ccccc12)N1CCOCC1,15
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCCC3,15
CC(C)CCNC(=O)c1ccc(-n2cnc3cccnc32)cc1,15
FC(F)(F)c1ccc(-n2cnc3ccccc32)nc1,15
CC(C)[C@H](NC(=O)N1CC(=O)Nc2ccccc21)C(=O)NCCc1c[nH]c2ccccc12,15
Cc1cc(Br)ccc1NC(=O)CCNS(=O)(=O)c1cccc2nonc12,15
COC1=CC=C/C(=C\NNc2ncnc3scc(-c4ccccc4)c23)C1=O,15
C[C@H](NC(=O)c1ccc2c(c1)OCO2)c1nnc2ccccn12,15
CC(=O)NCCc1nc2cc(NC(=O)COc3cccc(C)c3)ccc2n1C,15
CC1CCN(c2nn3c(=O)c(C(=O)NCCc4ccccc4)cnc3s2)CC1,15
COc1ccc(OC)c(-c2nc3c(C)[nH][nH]c(=O)c-3n2)c1,15
Cc1cc(C)n2nc(C(=O)OCC(=O)N(C)CC(=O)Nc3ccccc3Cl)nc2n1,15
CC(C)(C)C(=O)NCCc1nc2ccccc2n1CC(=O)c1ccccc1,15
O=C(O)c1ccccc1CSc1nc2ccccc2[nH]1,15
O=C(Nc1nc2ccccc2s1)C1COc2ccccc2O1,15
Cc1ccc2nc(N3CCN(C(=O)c4cccs4)CC3)c(C#N)cc2c1,15
CCn1nnc2cc(C(=O)Nc3cccc(S(=O)(=O)N(C)C)c3)ccc21,15
COc1ccc2nc(SCC(=O)Nc3ccccc3OC)[nH]c2c1,15
COc1ccc(OCC(=O)Nc2ccc3c(c2)nc(CCN2CCCCC2)n3C)cc1,15
CC1CC(C)CN(C(=O)c2ccc(CSc3nc4ccncc4[nH]3)cc2)C1,15
CC(C)NC(=O)c1cn(C2CCCN(C(=O)c3cc4ccccc4oc3=O)C2)nn1,15
Cn1c(=O)n(C)c2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc21,15
CC(NC(=O)C1CCOCC1)c1nnc2n1CCN(Cc1ccc3ccccc3c1)CC2,15
Cn1c(=O)c2c(ncn2CC(O)CNc2ccc(Br)cc2)n(C)c1=O,15
CN1C(=O)/C(=C/c2cn(CC(=O)N3CCCCC3)c3ccccc23)c2ccccc21,15
CSCCC(NC(=O)c1cccc(S(=O)(=O)N2CCN(C(C)=O)CC2)c1)c1nc2ccccc2[nH]1,15
CCC(=O)c1cn(Cc2ccccc2C#N)c2ccccc12,15
CCSc1n[nH]c2nc3c(c(=O)n12)C1(CCCC1)Cc1ccccc1-3,15
CN(C)S(=O)(=O)c1ccc(C(=O)N2CCCC2c2nc3ccccc3s2)cc1,15
CCc1ccc(NC(=O)N(Cc2c[nH]c3ccccc23)C2CCCCCC2)cc1,15
COC(=O)C1N2C(=O)N(Cc3cc4ccccc4n3S(=O)(=O)c3ccccc3)[C@H](C(=O)OC)[C@H]2SC1(C)C,15
Cc1cccc(-c2cc3nc4c(c(N5CCC6(CC5)OCCO6)n3n2)CCCC4)c1,15
CCOC(=O)Cn1c(-c2ccccn2)nc2ccccc21,15
COc1cccc(NC(=O)c2ccc3nsnc3c2)c1,15
Cc1ccc(S(=O)(=O)Cc2cn3cccnc3n2)cc1,15
CCOC(=O)C1=C(CSc2nc3ccccc3s2)NC(=O)NC1c1cccc([N+](=O)[O-])c1,15
CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(=O)O,15
CCOc1ccc(CCNC(=O)c2cnc3sc(N4CCC(C)CC4)nn3c2=O)cc1,15
COC(=O)c1ccccc1NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,15
CCn1nc(C)c(CNC(=O)CCc2nnc(-c3ccc(C(C)=O)s3)o2)c1C,15
C=CCOc1ccc(CNc2ccc3[nH]c(=O)[nH]c3c2)cc1OC,15
Cc1c(OCC(=O)NCCCn2ccnc2)ccc2c3c(c(=O)oc12)CCCC3,15
COc1cccc(NC(=O)Nc2ccc3nsnc3c2)c1,15
CCc1nc2ccccc2n1CCCCOc1ccccc1C,15
CCNc1nc(NCc2ccco2)c2ccccc2n1,15
CCc1cc2c(COC(=O)c3c(C)noc3C)cc(=O)oc2cc1O,15
COc1ccc(CN2CCCC(n3cc(C(=O)NC4CCCC4)nn3)C2)c2ccccc12,15
CC1(c2nc3ccccc3[nH]2)c2ccccc2C(=O)N1C1CC1,15
O=C(c1sc2cc(F)ccc2c1Cl)N1CCN(c2cccc(Cl)c2)CC1,15
Cc1ccc(-n2[nH]cc3c(=O)nc(SCC(=O)N4CCCCC4)nc2-3)cc1,15
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)c(Cl)c1,15
CCn1c(CN2CCC(C)CC2)nc2cc(NC(=O)c3cccc([N+](=O)[O-])c3)ccc21,15
O=c1c2c3c(sc2ncn1/N=C/c1ccccc1)CCCC3,15
C=C1S/C(=N\c2c(C)cccc2Cl)N(C(=O)c2sc3ccccc3c2Cl)C12CCCCC2,15
CCc1ccc(N2CC(C)Cn3c2nc2c3c(=O)[nH]c(=O)n2C)cc1,15
O=C(N/N=C/c1ccco1)c1cc(-c2cccs2)[nH]n1,15
Cc1cc(C)n(CCCN2C(=O)c3cccc4cccc(c34)C2=O)n1,15
Cc1c(C(=O)OCC(=O)N2CC(=O)Nc3ccccc32)oc2ccc(Br)cc12,15
COc1ccc(Cn2c(=O)sc3ccccc32)cc1OC,15
COc1cc(C(NC(=O)C(F)(F)F)c2cc3ccccc3o2)cc(OC)c1OC,15
Cc1cc(C)cc(Nc2c3c(nc4ncnn24)CCC3)c1,15
CC(=O)c1ccc(NC(=O)Cn2c(=O)oc3cc(S(=O)(=O)N4CCCCC4)ccc32)cc1,15
CCc1ccccc1NC(=O)Cn1nnc2sc3c(c2c1=O)CCC(C(C)(C)C)C3,15
COC(=O)Cn1/c(=N/C(=O)CCS(=O)(=O)c2ccccc2)sc2c(OC)ccc(OC)c21,15
Cc1nn2c(-c3ccccc3)ccnc2c1Br,15
CCC(Sc1nc2ccncc2[nH]1)C(=O)Nc1ccc(F)cc1,15
CCc1ccccc1NC(=O)Cn1nc(C)n2cccc2c1=O,15
CN1CCN(C(=O)c2ccc3c(=O)n(Cc4ccco4)c(=S)[nH]c3c2)CC1,15
CCCn1cnc2cc(NCc3cccc(OC)c3)ccc21,15
Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)N4CCC5(CC4)OCCO5)c3n2)cc1,15
O=C(CCCOc1ccccc1)NCCc1nc2ccccc2[nH]1,15
CCOC(=O)c1sc2ncc(C(=O)c3ccccc3O)cc2c1C,15
CCc1ccc2occ(CC(=O)Nc3ccc(OC)c(Cl)c3)c2c1,15
O=C(O)c1ccc(N2C(=O)CC(N3CCC(c4nc5ccccc5[nH]4)CC3)C2=O)cc1,15
Fc1ccc(-c2nnc3ccc(N4CCCC4)nn23)cc1,15
OC[C@@H]1CN(Cc2ccc(F)cc2)C[C@H](n2cnc3c(NC4CC4)ncnc32)O1,15
COc1ccc(-n2cc3ccc([N+](=O)[O-])cc3n2)cc1,15
Cc1ccc(OCCn2cc(C(=O)O)c3ccccc32)cc1,15
COc1cc(NC(=O)C2CCCN(c3ncnc4c3nc3n4CCCCC3)C2)cc(OC)c1OC,15
Cc1nc(NC2CCCCC2)c2nc(-c3ccccc3)n(C(C)CN(C)C)c2n1,15
COc1ccc(/C=N/NC(=O)Cn2nnc3ccccc32)cc1OC,15
Cn1c(=O)n(C)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3O)ccc21,15
CCOc1ccccc1CNC(=O)C1CCN(S(=O)(=O)c2ccc3c(ccn3C)c2)CC1,15
CCCc1nc2ccc(C(=O)OC)cn2c1Cc1ccc(C)cc1,15
O=C(Nc1ccc2nc(-c3cccnc3)[nH]c2c1)C1CCCCC1,15
COc1cc2cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)n(C)c2c(OC)c1OC,15
CCc1ccc(-c2ccc3nnc(SCC(=O)NCC4CCCO4)n3n2)cc1,15
O=C(NCC1CCCO1)c1cc(-c2ccco2)nc2ccccc12,15
O=CNCc1nc2ccccc2n1CCc1ccccc1,15
Cc1nc2cc(NS(=O)(=O)c3ccc(Br)cc3)ccc2n1C,15
Cc1nc(NC2CCCCC2)c2nc(-c3ccccc3)n(CC3CCN(C)CC3)c2n1,15
CCN(CC)Cc1c(O)ccc2occ(C(=O)c3ccc(OC)cc3)c12,15
CC(C)(C)C(=O)NCCc1nc2ccccc2n1CC(=O)c1ccc(Cl)cc1,15
Cc1ccc(NC(=O)CS(=O)(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1,15
COc1cc2c(-c3ccccc3)c(C)oc2cc1/C=N/NC(N)=S,15
Cc1ccc(-c2cc(C(=O)NC3=NCCS3)c3cc(Br)ccc3n2)o1,15
COc1ccc(C=O)cc1Cn1cnc2c(cnn2C)c1=O,15
Cc1ccc(-n2ncc3c(NC4CCCCCC4)ncnc32)cc1,15
CCN(CC)CCCNC(=O)c1ccc2nc(CCc3ccccc3)oc2c1,15
CN1C[C@H](C(=O)N[C@@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,15
CCN1CCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2CCSc2nccc(C)n2)CC1,15
Cn1cc(/C=C(\NC(=O)c2ccccc2Cl)C(=O)N2CCOCC2)c2ccccc21,15
COC(=O)c1ccc(C(=O)N(CCN(C)C)c2nc3c(Cl)cccc3s2)cc1,15
Cc1ccc(CNC(=O)CCc2c(C)nc3nc(CNC(=O)OC(C)(C)C)nn3c2C)cc1,15
Cc1cc(=O)oc(C)c1C(=O)Nc1cccc2nonc12,15
CN(C)c1nc(-c2ccoc2)nc2ccccc12,15
CCCN(CC(=O)Nc1ccccc1OC)C(=O)c1nc2nc(C)ccn2n1,15
Cc1cccc(-n2c(C)nc3cc(C(=O)NCCN4CCOCC4)ccc32)c1,15
CCOC(=O)c1sc2nc(C)nc(NCc3ccc(F)cc3)c2c1C,15
CCOC(=O)N1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2Cl)CC1,15
COc1cccc(CNc2nc3ccccc3n2CCN2CCCCC2)c1,15
CCc1nc2cc(C(=O)N(C)CC3COCCO3)cc(NC(=O)c3ccccc3OC)c2n1C,15
CCOc1ccccc1NC(=O)C1CCN(S(=O)(=O)c2ccc3[nH]c4c(c3c2)CCCCC4)CC1,15
COC(=O)Cn1c(=O)c2c(nc(Br)n2Cc2ccccc2Cl)n(C)c1=O,15
O=C(Nc1cccc(Cl)c1)c1cc(-c2ccco2)on1,16
CN(Cc1ccco1)C(=O)CSc1nc(C2CC2)n(-c2ccccc2)n1,16
O=C(c1ccccc1O)N(Cc1ccco1)Cc1ccco1,16
Cn1cc(-c2nnnn2-c2cccc(C(F)(F)F)c2)c(C(F)(F)F)n1,16
CC(=O)c1ccc(NC(=S)Nc2cccc3ccccc23)cc1,16
CCOC(=O)Nc1ccc2c(COC(=O)CNS(=O)(=O)c3cccc(Br)c3)cc(=O)oc2c1,16
CCOc1ccc(Nc2nc(Cc3nnc(SCC(N)=O)o3)cs2)cc1,16
Cn1c(=O)c2c(SCC(=O)NCC3CCCO3)nc(-c3ccccc3F)nc2n(C)c1=O,16
COc1ccc(-n2ncc(C(=O)N3CCN(C(=O)c4ccco4)CC3)c2C2CCN(C(=O)OC(C)(C)C)CC2)cc1,16
N#Cc1cccc(NC(=O)COC(=O)CCc2nc(=O)c3ccccc3[nH]2)c1,16
C=CCn1cc(C(=O)NCc2ccc3c(c2)OCO3)c(=O)c2cc(S(=O)(=O)N(CC)CC)ccc21,16
COc1cccc(CNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,16
Cn1c(=O)c(C(=O)NNC(=O)c2cccc(Cl)c2)c(O)c2ccccc21,16
CCCCNC(=O)CSc1nc(COc2ccccc2)nc2ccccc12,16
O=C(CCn1cnc2ccccc2c1=O)NCc1ccccc1Cl,16
Cc1ccccc1C(=O)Oc1cccc2c(O)cccc12,16
Cc1cccc2cc(COC(=O)COc3ccccc3)c(=O)[nH]c12,16
COC(=O)c1ccc2c(=O)nc(CN3c4ccccc4CC3C)[nH]c2c1,16
O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)NCCCN1CCOCC1,16
O=C(COC(=O)c1ccc2ccccc2n1)Nc1ccccc1Br,16
COCC(=O)N(CCc1ccc(OC)c(OC)c1)Cc1nc(=O)c2ccccc2[nH]1,16
Cc1cc(CN2CCC(n3nccc3NC(=O)c3ccccc3C)CC2)n[nH]1,16
O=c1c2ccccc2[nH]c(=S)n1Cc1ccc2c(c1)OCO2,16
OCCC1CN(Cc2cnc(-c3cccc4ccccc34)nc2)CCN1C1CCCCC1,16
Cc1onc(-c2ccccc2)c1C(=O)Nc1sc2c(c1C#N)CCC2,16
COc1ccc(NC(=O)NNC(=O)c2ccc3ccccc3c2)c(OC)c1,16
CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(NCCCn2ccnc2)s1,16
CCCc1cc(=O)oc2cc(OCC(=O)NCC(O)c3ccccc3)ccc12,16
CCCN1C(=O)c2oc3cc(C)cc(C)c3c(=O)c2C1c1ccc(F)cc1,16
c1cncc(-c2nnc3n2N=C(c2cccs2)CS3)c1,16
c1ccc(-c2ncnc3ccccc23)cc1,16
COc1ccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2CCN2CCOCC2)cc1,16
